OrderID,CustomerID,ProductID,StoreID,PromotionID,PaymentMethodID,DateID,PurchaseDate,QuantitySold,TotalSales,DiscountAmount,NetSales
ORDER_001041,CUST_000137,PROD_000035,STORE_000018,PROMO_000012,PAY_001041,DATE_20220930,2022-09-30,4,3192.64,1471.49,1721.15
ORDER_001042,CUST_000140,PROD_000031,STORE_000004,PROMO_000016,PAY_001042,DATE_20240417,2024-04-17,5,4238.2,939.61,3298.59
ORDER_001043,CUST_000174,PROD_000022,STORE_000012,PROMO_000017,PAY_001043,DATE_20230117,2023-01-17,6,772.14,78.37,693.77
ORDER_001044,CUST_000143,PROD_000046,STORE_000006,PROMO_000001,PAY_001044,DATE_20200607,2020-06-07,3,2166.72,440.06,1726.66
ORDER_001045,CUST_000002,PROD_000035,STORE_000016,PROMO_000015,PAY_001045,DATE_20220401,2022-04-01,10,8999.9,3937.46,5062.44
ORDER_001046,CUST_000141,PROD_000031,STORE_000002,PROMO_000018,PAY_001046,DATE_20210613,2021-06-13,2,1695.28,205.47,1489.81
ORDER_001047,CUST_000192,PROD_000010,STORE_000015,PROMO_000018,PAY_001047,DATE_20200512,2020-05-12,6,635.76,32.74,603.02
ORDER_001048,CUST_000166,PROD_000028,STORE_000015,PROMO_000017,PAY_001048,DATE_20231216,2023-12-16,9,6040.62,2151.06,3889.56
ORDER_001049,CUST_000048,PROD_000002,STORE_000007,PROMO_000012,PAY_001049,DATE_20240520,2024-05-20,4,2286.72,697.91,1588.81
ORDER_001050,CUST_000030,PROD_000030,STORE_000005,PROMO_000012,PAY_001050,DATE_20240417,2024-04-17,3,2071.86,165.33,1906.53
ORDER_001051,CUST_000119,PROD_000035,STORE_000016,PROMO_000005,PAY_001051,DATE_20240519,2024-05-19,9,1225.53,518.64,706.89
ORDER_001052,CUST_000172,PROD_000033,STORE_000005,PROMO_000015,PAY_001052,DATE_20231221,2023-12-21,2,866.82,102.98,763.84
ORDER_001053,CUST_000051,PROD_000021,STORE_000019,PROMO_000013,PAY_001053,DATE_20201208,2020-12-08,10,893.1,102.08,791.02
ORDER_001054,CUST_000092,PROD_000009,STORE_000019,PROMO_000006,PAY_001054,DATE_20201111,2020-11-11,3,422.97,147.02,275.95
ORDER_001055,CUST_000073,PROD_000023,STORE_000011,PROMO_000020,PAY_001055,DATE_20221026,2022-10-26,10,3232.1,705.57,2526.53
ORDER_001056,CUST_000082,PROD_000018,STORE_000013,PROMO_000012,PAY_001056,DATE_20230705,2023-07-05,8,5865.6,2188.46,3677.14
ORDER_001057,CUST_000158,PROD_000026,STORE_000009,PROMO_000012,PAY_001057,DATE_20240110,2024-01-10,5,1105.1,88.19,1016.91
ORDER_001058,CUST_000146,PROD_000001,STORE_000019,PROMO_000005,PAY_001058,DATE_20210821,2021-08-21,6,1985.46,615.1,1370.36
ORDER_001059,CUST_000044,PROD_000025,STORE_000020,PROMO_000017,PAY_001059,DATE_20240720,2024-07-20,1,567.36,254.29,313.07
ORDER_001060,CUST_000057,PROD_000024,STORE_000002,PROMO_000013,PAY_001060,DATE_20231127,2023-11-27,7,976.99,331.49,645.5
ORDER_001061,CUST_000035,PROD_000015,STORE_000001,PROMO_000019,PAY_001061,DATE_20200329,2020-03-29,6,5026.02,2155.16,2870.86
ORDER_001062,CUST_000115,PROD_000027,STORE_000018,PROMO_000004,PAY_001062,DATE_20230220,2023-02-20,6,2254.98,656.88,1598.1
ORDER_001063,CUST_000142,PROD_000043,STORE_000001,PROMO_000005,PAY_001063,DATE_20230521,2023-05-21,2,248.38,105.11,143.27
ORDER_001064,CUST_000021,PROD_000023,STORE_000005,PROMO_000001,PAY_001064,DATE_20221012,2022-10-12,5,2847.85,1037.19,1810.66
ORDER_001065,CUST_000051,PROD_000023,STORE_000007,PROMO_000008,PAY_001065,DATE_20231202,2023-12-02,5,1616.05,568.2,1047.85
ORDER_001066,CUST_000005,PROD_000023,STORE_000006,PROMO_000013,PAY_001066,DATE_20201220,2020-12-20,9,2413.44,818.88,1594.56
ORDER_001067,CUST_000149,PROD_000002,STORE_000002,PROMO_000015,PAY_001067,DATE_20240309,2024-03-09,7,4001.76,488.21,3513.55
ORDER_001068,CUST_000142,PROD_000005,STORE_000009,PROMO_000020,PAY_001068,DATE_20241215,2024-12-15,5,4503.1,2157.44,2345.66
ORDER_001069,CUST_000094,PROD_000029,STORE_000019,PROMO_000007,PAY_001069,DATE_20221022,2022-10-22,7,1000.65,440.19,560.46
ORDER_001070,CUST_000188,PROD_000048,STORE_000010,PROMO_000017,PAY_001070,DATE_20230503,2023-05-03,5,3351.1,1501.96,1849.14
ORDER_001071,CUST_000129,PROD_000015,STORE_000020,PROMO_000016,PAY_001071,DATE_20201218,2020-12-18,9,7539.03,1671.4,5867.63
ORDER_001072,CUST_000094,PROD_000024,STORE_000009,PROMO_000014,PAY_001072,DATE_20211106,2021-11-06,9,5841.45,2652.02,3189.43
ORDER_001073,CUST_000158,PROD_000011,STORE_000011,PROMO_000005,PAY_001073,DATE_20210416,2021-04-16,3,190.89,59.14,131.75
ORDER_001074,CUST_000041,PROD_000016,STORE_000018,PROMO_000011,PAY_001074,DATE_20230318,2023-03-18,3,1472.34,618.09,854.25
ORDER_001075,CUST_000092,PROD_000024,STORE_000020,PROMO_000010,PAY_001075,DATE_20220724,2022-07-24,1,139.57,50.2,89.37
ORDER_001076,CUST_000060,PROD_000038,STORE_000009,PROMO_000008,PAY_001076,DATE_20220420,2022-04-20,2,69.08,24.29,44.79
ORDER_001077,CUST_000060,PROD_000034,STORE_000006,PROMO_000019,PAY_001077,DATE_20210218,2021-02-18,1,375.52,161.02,214.5
ORDER_001078,CUST_000093,PROD_000001,STORE_000014,PROMO_000013,PAY_001078,DATE_20240409,2024-04-09,7,6508.67,743.94,5764.73
ORDER_001079,CUST_000012,PROD_000030,STORE_000016,PROMO_000012,PAY_001079,DATE_20210302,2021-03-02,1,288.94,88.18,200.76
ORDER_001080,CUST_000181,PROD_000008,STORE_000006,PROMO_000005,PAY_001080,DATE_20220217,2022-02-17,9,721.35,223.47,497.88
ORDER_001081,CUST_000149,PROD_000020,STORE_000006,PROMO_000017,PAY_001081,DATE_20200619,2020-06-19,9,4338.18,1944.37,2393.81
ORDER_001082,CUST_000168,PROD_000038,STORE_000015,PROMO_000010,PAY_001082,DATE_20221130,2022-11-30,7,241.78,41.47,200.31
ORDER_001083,CUST_000168,PROD_000049,STORE_000002,PROMO_000018,PAY_001083,DATE_20211223,2021-12-23,2,852.48,43.9,808.58
ORDER_001084,CUST_000058,PROD_000022,STORE_000012,PROMO_000007,PAY_001084,DATE_20210721,2021-07-21,9,2283.75,1004.62,1279.13
ORDER_001085,CUST_000089,PROD_000049,STORE_000020,PROMO_000013,PAY_001085,DATE_20231228,2023-12-28,8,3409.92,1156.99,2252.93
ORDER_001086,CUST_000002,PROD_000018,STORE_000011,PROMO_000019,PAY_001086,DATE_20210707,2021-07-07,9,7069.77,692.13,6377.64
ORDER_001087,CUST_000043,PROD_000001,STORE_000017,PROMO_000005,PAY_001087,DATE_20200818,2020-08-18,4,3519.72,1050.28,2469.44
ORDER_001088,CUST_000165,PROD_000021,STORE_000011,PROMO_000013,PAY_001088,DATE_20200720,2020-07-20,5,2995.4,337.88,2657.52
ORDER_001089,CUST_000048,PROD_000024,STORE_000010,PROMO_000010,PAY_001089,DATE_20230731,2023-07-31,3,1387.95,647.34,740.61
ORDER_001090,CUST_000184,PROD_000037,STORE_000017,PROMO_000010,PAY_001090,DATE_20200708,2020-07-08,2,488.74,72.72,416.02
ORDER_001091,CUST_000085,PROD_000022,STORE_000010,PROMO_000008,PAY_001091,DATE_20240516,2024-05-16,2,257.38,54.02,203.36
ORDER_001092,CUST_000123,PROD_000049,STORE_000014,PROMO_000008,PAY_001092,DATE_20241008,2024-10-08,4,3763.84,790.03,2973.81
ORDER_001093,CUST_000006,PROD_000009,STORE_000009,PROMO_000004,PAY_001093,DATE_20221206,2022-12-06,4,563.96,164.28,399.68
ORDER_001094,CUST_000147,PROD_000002,STORE_000011,PROMO_000003,PAY_001094,DATE_20220528,2022-05-28,10,879.7,379.5,500.2
ORDER_001095,CUST_000162,PROD_000043,STORE_000016,PROMO_000012,PAY_001095,DATE_20220401,2022-04-01,9,1117.71,515.15,602.56
ORDER_001096,CUST_000038,PROD_000019,STORE_000018,PROMO_000020,PAY_001096,DATE_20231128,2023-11-28,1,67.9,14.82,53.08
ORDER_001097,CUST_000047,PROD_000015,STORE_000011,PROMO_000003,PAY_001097,DATE_20210126,2021-01-26,9,7539.03,2425.31,5113.72
ORDER_001098,CUST_000145,PROD_000004,STORE_000006,PROMO_000019,PAY_001098,DATE_20240506,2024-05-06,1,610.53,59.77,550.76
ORDER_001099,CUST_000056,PROD_000031,STORE_000015,PROMO_000004,PAY_001099,DATE_20211228,2021-12-28,8,6781.12,3308.51,3472.61
ORDER_001100,CUST_000044,PROD_000047,STORE_000007,PROMO_000017,PAY_001100,DATE_20231127,2023-11-27,4,3686.24,1652.17,2034.07
ORDER_001101,CUST_000037,PROD_000018,STORE_000016,PROMO_000010,PAY_001101,DATE_20231224,2023-12-24,10,7855.3,1168.87,6686.43
ORDER_001102,CUST_000169,PROD_000029,STORE_000007,PROMO_000016,PAY_001102,DATE_20240121,2024-01-21,9,8455.86,1874.66,6581.2
ORDER_001103,CUST_000186,PROD_000001,STORE_000012,PROMO_000010,PAY_001103,DATE_20220505,2022-05-05,6,5279.58,2462.4,2817.18
ORDER_001104,CUST_000152,PROD_000018,STORE_000006,PROMO_000012,PAY_001104,DATE_20221219,2022-12-19,2,1466.4,675.86,790.54
ORDER_001105,CUST_000099,PROD_000004,STORE_000014,PROMO_000019,PAY_001105,DATE_20240408,2024-04-08,3,1831.59,606.99,1224.6
ORDER_001106,CUST_000052,PROD_000048,STORE_000006,PROMO_000015,PAY_001106,DATE_20201026,2020-10-26,9,6031.98,2148.59,3883.39
ORDER_001107,CUST_000156,PROD_000025,STORE_000010,PROMO_000013,PAY_001107,DATE_20210205,2021-02-05,2,1249.9,142.86,1107.04
ORDER_001108,CUST_000158,PROD_000029,STORE_000017,PROMO_000006,PAY_001108,DATE_20230424,2023-04-24,10,9395.4,3738.43,5656.97
ORDER_001109,CUST_000129,PROD_000004,STORE_000016,PROMO_000001,PAY_001109,DATE_20221225,2022-12-25,2,1221.06,248.0,973.06
ORDER_001110,CUST_000169,PROD_000039,STORE_000007,PROMO_000005,PAY_001110,DATE_20230712,2023-07-12,3,351.03,104.75,246.28
ORDER_001111,CUST_000134,PROD_000014,STORE_000019,PROMO_000008,PAY_001111,DATE_20201209,2020-12-09,7,6001.87,2195.48,3806.39
ORDER_001112,CUST_000179,PROD_000048,STORE_000009,PROMO_000010,PAY_001112,DATE_20230312,2023-03-12,9,6031.98,1034.48,4997.5
ORDER_001113,CUST_000124,PROD_000013,STORE_000002,PROMO_000009,PAY_001113,DATE_20210812,2021-08-12,7,2000.32,320.45,1679.87
ORDER_001114,CUST_000190,PROD_000047,STORE_000003,PROMO_000002,PAY_001114,DATE_20240702,2024-07-02,10,9493.9,4563.72,4930.18
ORDER_001115,CUST_000035,PROD_000024,STORE_000007,PROMO_000005,PAY_001115,DATE_20230530,2023-05-30,5,1364.8,422.82,941.98
ORDER_001116,CUST_000022,PROD_000003,STORE_000020,PROMO_000012,PAY_001116,DATE_20200805,2020-08-05,5,672.5,309.96,362.54
ORDER_001117,CUST_000049,PROD_000024,STORE_000005,PROMO_000001,PAY_001117,DATE_20200430,2020-04-30,1,462.65,93.96,368.69
ORDER_001118,CUST_000134,PROD_000010,STORE_000020,PROMO_000008,PAY_001118,DATE_20200104,2020-01-04,2,1573.54,562.7,1010.84
ORDER_001119,CUST_000168,PROD_000030,STORE_000016,PROMO_000017,PAY_001119,DATE_20211220,2021-12-20,4,874.08,311.26,562.82
ORDER_001120,CUST_000093,PROD_000038,STORE_000002,PROMO_000008,PAY_001120,DATE_20200228,2020-02-28,2,69.08,8.51,60.57
ORDER_001121,CUST_000167,PROD_000020,STORE_000016,PROMO_000014,PAY_001121,DATE_20240325,2024-03-25,10,4820.2,2404.8,2415.4
ORDER_001122,CUST_000138,PROD_000036,STORE_000002,PROMO_000018,PAY_001122,DATE_20231123,2023-11-23,7,4691.82,1758.96,2932.86
ORDER_001123,CUST_000071,PROD_000026,STORE_000003,PROMO_000015,PAY_001123,DATE_20200407,2020-04-07,7,1907.85,834.68,1073.17
ORDER_001124,CUST_000142,PROD_000029,STORE_000004,PROMO_000009,PAY_001124,DATE_20241108,2024-11-08,9,1043.73,167.21,876.52
ORDER_001125,CUST_000095,PROD_000045,STORE_000015,PROMO_000019,PAY_001125,DATE_20241002,2024-10-02,9,1783.62,496.74,1286.88
ORDER_001126,CUST_000079,PROD_000012,STORE_000015,PROMO_000013,PAY_001126,DATE_20240714,2024-07-14,10,8630.6,3324.51,5306.09
ORDER_001127,CUST_000189,PROD_000021,STORE_000002,PROMO_000008,PAY_001127,DATE_20221125,2022-11-25,3,581.91,71.69,510.22
ORDER_001128,CUST_000115,PROD_000050,STORE_000004,PROMO_000004,PAY_001128,DATE_20240127,2024-01-27,3,882.12,256.96,625.16
ORDER_001129,CUST_000131,PROD_000039,STORE_000014,PROMO_000014,PAY_001129,DATE_20220811,2022-08-11,7,819.07,188.14,630.93
ORDER_001130,CUST_000158,PROD_000035,STORE_000019,PROMO_000016,PAY_001130,DATE_20240409,2024-04-09,1,136.17,30.19,105.98
ORDER_001131,CUST_000163,PROD_000002,STORE_000017,PROMO_000014,PAY_001131,DATE_20210304,2021-03-04,1,571.68,259.54,312.14
ORDER_001132,CUST_000121,PROD_000023,STORE_000015,PROMO_000006,PAY_001132,DATE_20230512,2023-05-12,10,5695.7,2266.32,3429.38
ORDER_001133,CUST_000017,PROD_000007,STORE_000007,PROMO_000014,PAY_001133,DATE_20240807,2024-08-07,5,401.4,182.24,219.16
ORDER_001134,CUST_000021,PROD_000040,STORE_000017,PROMO_000002,PAY_001134,DATE_20230511,2023-05-11,10,9192.7,1852.33,7340.37
ORDER_001135,CUST_000103,PROD_000009,STORE_000019,PROMO_000005,PAY_001135,DATE_20220624,2022-06-24,10,2220.9,688.03,1532.87
ORDER_001136,CUST_000015,PROD_000019,STORE_000001,PROMO_000018,PAY_001136,DATE_20210311,2021-03-11,3,676.56,123.2,553.36
ORDER_001137,CUST_000003,PROD_000038,STORE_000017,PROMO_000010,PAY_001137,DATE_20230213,2023-02-13,4,138.16,64.44,73.72
ORDER_001138,CUST_000009,PROD_000004,STORE_000012,PROMO_000001,PAY_001138,DATE_20220918,2022-09-18,10,5324.0,1939.0,3385.0
ORDER_001139,CUST_000044,PROD_000009,STORE_000015,PROMO_000005,PAY_001139,DATE_20211125,2021-11-25,1,222.09,72.91,149.18
ORDER_001140,CUST_000168,PROD_000031,STORE_000008,PROMO_000016,PAY_001140,DATE_20211115,2021-11-15,1,847.64,422.38,425.26
ORDER_001141,CUST_000071,PROD_000043,STORE_000018,PROMO_000019,PAY_001141,DATE_20211008,2021-10-08,7,6794.9,2913.65,3881.25
ORDER_001142,CUST_000104,PROD_000010,STORE_000003,PROMO_000008,PAY_001142,DATE_20200728,2020-07-28,10,1059.6,387.6,672.0
ORDER_001143,CUST_000004,PROD_000050,STORE_000005,PROMO_000017,PAY_001143,DATE_20240919,2024-09-19,2,588.08,59.69,528.39
ORDER_001144,CUST_000073,PROD_000023,STORE_000018,PROMO_000002,PAY_001144,DATE_20241204,2024-12-04,9,2413.44,221.31,2192.13
ORDER_001145,CUST_000071,PROD_000050,STORE_000013,PROMO_000004,PAY_001145,DATE_20241211,2024-12-11,4,1742.36,850.1,892.26
ORDER_001146,CUST_000104,PROD_000002,STORE_000006,PROMO_000016,PAY_001146,DATE_20211021,2021-10-21,10,2484.6,550.84,1933.76
ORDER_001147,CUST_000045,PROD_000039,STORE_000001,PROMO_000018,PAY_001147,DATE_20221023,2022-10-23,7,819.07,42.18,776.89
ORDER_001148,CUST_000019,PROD_000028,STORE_000007,PROMO_000005,PAY_001148,DATE_20220213,2022-02-13,9,4802.85,2102.69,2700.16
ORDER_001149,CUST_000030,PROD_000037,STORE_000019,PROMO_000018,PAY_001149,DATE_20210326,2021-03-26,9,8338.59,1010.64,7327.95
ORDER_001150,CUST_000148,PROD_000040,STORE_000011,PROMO_000001,PAY_001150,DATE_20200408,2020-04-08,5,4596.35,933.52,3662.83
ORDER_001151,CUST_000145,PROD_000010,STORE_000007,PROMO_000018,PAY_001151,DATE_20240228,2024-02-28,8,6294.16,324.15,5970.01
ORDER_001152,CUST_000199,PROD_000012,STORE_000019,PROMO_000018,PAY_001152,DATE_20240417,2024-04-17,8,6904.48,836.82,6067.66
ORDER_001153,CUST_000008,PROD_000008,STORE_000009,PROMO_000002,PAY_001153,DATE_20221123,2022-11-23,8,641.2,308.22,332.98
ORDER_001154,CUST_000018,PROD_000024,STORE_000002,PROMO_000017,PAY_001154,DATE_20210629,2021-06-29,7,3238.55,1451.52,1787.03
ORDER_001155,CUST_000081,PROD_000030,STORE_000008,PROMO_000020,PAY_001155,DATE_20200220,2020-02-20,7,2446.15,533.99,1912.16
ORDER_001156,CUST_000138,PROD_000019,STORE_000008,PROMO_000013,PAY_001156,DATE_20241220,2024-12-20,1,67.9,23.04,44.86
ORDER_001157,CUST_000074,PROD_000004,STORE_000018,PROMO_000020,PAY_001157,DATE_20230405,2023-04-05,2,1929.44,236.74,1692.7
ORDER_001158,CUST_000020,PROD_000012,STORE_000015,PROMO_000016,PAY_001158,DATE_20211030,2021-10-30,9,7767.54,3870.57,3896.97
ORDER_001159,CUST_000081,PROD_000015,STORE_000006,PROMO_000004,PAY_001159,DATE_20230523,2023-05-23,6,5026.02,2452.2,2573.82
ORDER_001160,CUST_000069,PROD_000021,STORE_000004,PROMO_000012,PAY_001160,DATE_20230801,2023-08-01,3,581.91,46.44,535.47
ORDER_001161,CUST_000189,PROD_000039,STORE_000017,PROMO_000012,PAY_001161,DATE_20240428,2024-04-28,4,468.04,37.35,430.69
ORDER_001162,CUST_000068,PROD_000031,STORE_000017,PROMO_000010,PAY_001162,DATE_20240813,2024-08-13,4,3390.56,1219.58,2170.98
ORDER_001163,CUST_000064,PROD_000043,STORE_000004,PROMO_000012,PAY_001163,DATE_20200528,2020-05-28,10,9629.1,3592.62,6036.48
ORDER_001164,CUST_000200,PROD_000028,STORE_000008,PROMO_000011,PAY_001164,DATE_20240419,2024-04-19,2,1342.36,553.46,788.9
ORDER_001165,CUST_000174,PROD_000029,STORE_000015,PROMO_000010,PAY_001165,DATE_20230510,2023-05-10,8,927.76,159.11,768.65
ORDER_001166,CUST_000011,PROD_000047,STORE_000017,PROMO_000019,PAY_001166,DATE_20220911,2022-09-11,8,7372.48,2053.24,5319.24
ORDER_001167,CUST_000081,PROD_000036,STORE_000017,PROMO_000009,PAY_001167,DATE_20201026,2020-10-26,8,5362.08,859.01,4503.07
ORDER_001168,CUST_000047,PROD_000050,STORE_000001,PROMO_000007,PAY_001168,DATE_20230728,2023-07-28,9,2646.36,585.11,2061.25
ORDER_001169,CUST_000057,PROD_000003,STORE_000005,PROMO_000015,PAY_001169,DATE_20201219,2020-12-19,10,1345.0,164.09,1180.91
ORDER_001170,CUST_000135,PROD_000039,STORE_000018,PROMO_000013,PAY_001170,DATE_20200728,2020-07-28,7,819.07,92.39,726.68
ORDER_001171,CUST_000009,PROD_000035,STORE_000020,PROMO_000018,PAY_001171,DATE_20240714,2024-07-14,9,1225.53,459.45,766.08
ORDER_001172,CUST_000176,PROD_000019,STORE_000007,PROMO_000003,PAY_001172,DATE_20200311,2020-03-11,3,2215.14,712.61,1502.53
ORDER_001173,CUST_000179,PROD_000030,STORE_000008,PROMO_000018,PAY_001173,DATE_20211102,2021-11-02,9,6215.58,1131.86,5083.72
ORDER_001174,CUST_000177,PROD_000036,STORE_000009,PROMO_000014,PAY_001174,DATE_20221222,2022-12-22,1,670.26,304.3,365.96
ORDER_001175,CUST_000098,PROD_000003,STORE_000006,PROMO_000005,PAY_001175,DATE_20241014,2024-10-14,10,1345.0,401.35,943.65
ORDER_001176,CUST_000093,PROD_000012,STORE_000020,PROMO_000005,PAY_001176,DATE_20220526,2022-05-26,10,8630.6,2673.76,5956.84
ORDER_001177,CUST_000141,PROD_000039,STORE_000017,PROMO_000019,PAY_001177,DATE_20210501,2021-05-01,5,1370.7,381.74,988.96
ORDER_001178,CUST_000121,PROD_000047,STORE_000011,PROMO_000020,PAY_001178,DATE_20240401,2024-04-01,10,6269.2,3003.57,3265.63
ORDER_001179,CUST_000048,PROD_000007,STORE_000013,PROMO_000013,PAY_001179,DATE_20210531,2021-05-31,8,5078.32,580.45,4497.87
ORDER_001180,CUST_000108,PROD_000024,STORE_000001,PROMO_000012,PAY_001180,DATE_20210227,2021-02-27,6,837.42,122.01,715.41
ORDER_001181,CUST_000072,PROD_000003,STORE_000013,PROMO_000001,PAY_001181,DATE_20221012,2022-10-12,8,4299.04,873.14,3425.9
ORDER_001182,CUST_000034,PROD_000012,STORE_000020,PROMO_000012,PAY_001182,DATE_20231028,2023-10-28,10,8630.6,688.72,7941.88
ORDER_001183,CUST_000185,PROD_000029,STORE_000002,PROMO_000010,PAY_001183,DATE_20240517,2024-05-17,5,579.85,86.28,493.57
ORDER_001184,CUST_000111,PROD_000006,STORE_000020,PROMO_000013,PAY_001184,DATE_20230225,2023-02-25,7,1627.15,626.78,1000.37
ORDER_001185,CUST_000190,PROD_000024,STORE_000008,PROMO_000012,PAY_001185,DATE_20241218,2024-12-18,3,818.88,119.31,699.57
ORDER_001186,CUST_000046,PROD_000012,STORE_000015,PROMO_000015,PAY_001186,DATE_20240306,2024-03-06,7,2421.37,1059.35,1362.02
ORDER_001187,CUST_000162,PROD_000005,STORE_000009,PROMO_000012,PAY_001187,DATE_20210915,2021-09-15,9,3417.21,272.69,3144.52
ORDER_001188,CUST_000077,PROD_000048,STORE_000003,PROMO_000005,PAY_001188,DATE_20230409,2023-04-09,5,1664.6,515.69,1148.91
ORDER_001189,CUST_000026,PROD_000037,STORE_000014,PROMO_000010,PAY_001189,DATE_20210802,2021-08-02,3,2255.94,1052.17,1203.77
ORDER_001190,CUST_000066,PROD_000029,STORE_000004,PROMO_000015,PAY_001190,DATE_20230409,2023-04-09,8,994.16,434.94,559.22
ORDER_001191,CUST_000191,PROD_000044,STORE_000003,PROMO_000014,PAY_001191,DATE_20240426,2024-04-26,6,3603.66,535.86,3067.8
ORDER_001192,CUST_000093,PROD_000046,STORE_000020,PROMO_000003,PAY_001192,DATE_20240104,2024-01-04,9,4887.63,2108.52,2779.11
ORDER_001193,CUST_000006,PROD_000015,STORE_000006,PROMO_000010,PAY_001193,DATE_20211011,2021-10-11,7,5863.69,1148.7,4714.99
ORDER_001194,CUST_000174,PROD_000030,STORE_000012,PROMO_000020,PAY_001194,DATE_20220405,2022-04-05,10,2889.4,354.53,2534.87
ORDER_001195,CUST_000148,PROD_000023,STORE_000013,PROMO_000014,PAY_001195,DATE_20201113,2020-11-13,9,5126.13,1177.47,3948.66
ORDER_001196,CUST_000091,PROD_000036,STORE_000005,PROMO_000013,PAY_001196,DATE_20240901,2024-09-01,6,4021.56,453.63,3567.93
ORDER_001197,CUST_000021,PROD_000006,STORE_000006,PROMO_000005,PAY_001197,DATE_20220313,2022-03-13,7,1627.15,712.37,914.78
ORDER_001198,CUST_000162,PROD_000019,STORE_000003,PROMO_000003,PAY_001198,DATE_20240312,2024-03-12,3,203.7,87.88,115.82
ORDER_001199,CUST_000108,PROD_000039,STORE_000019,PROMO_000019,PAY_001199,DATE_20200201,2020-02-01,10,2741.4,908.5,1832.9
ORDER_001200,CUST_000021,PROD_000021,STORE_000005,PROMO_000008,PAY_001200,DATE_20200326,2020-03-26,3,267.93,33.01,234.92
ORDER_001201,CUST_000081,PROD_000015,STORE_000015,PROMO_000013,PAY_001201,DATE_20230307,2023-03-07,6,5815.86,664.75,5151.11
ORDER_001202,CUST_000155,PROD_000049,STORE_000003,PROMO_000008,PAY_001202,DATE_20210715,2021-07-15,7,2983.68,1091.43,1892.25
ORDER_001203,CUST_000200,PROD_000027,STORE_000007,PROMO_000013,PAY_001203,DATE_20211102,2021-11-02,6,997.02,446.76,550.26
ORDER_001204,CUST_000043,PROD_000028,STORE_000005,PROMO_000008,PAY_001204,DATE_20240623,2024-06-23,3,2427.09,867.93,1559.16
ORDER_001205,CUST_000187,PROD_000019,STORE_000011,PROMO_000001,PAY_001205,DATE_20210811,2021-08-11,4,902.08,328.54,573.54
ORDER_001206,CUST_000054,PROD_000037,STORE_000011,PROMO_000005,PAY_001206,DATE_20200512,2020-05-12,3,2255.94,673.17,1582.77
ORDER_001207,CUST_000025,PROD_000019,STORE_000015,PROMO_000018,PAY_001207,DATE_20220108,2022-01-08,2,451.04,169.09,281.95
ORDER_001208,CUST_000014,PROD_000022,STORE_000012,PROMO_000016,PAY_001208,DATE_20211028,2021-10-28,1,253.75,126.44,127.31
ORDER_001209,CUST_000196,PROD_000045,STORE_000014,PROMO_000015,PAY_001209,DATE_20221019,2022-10-19,2,107.88,42.08,65.8
ORDER_001210,CUST_000159,PROD_000030,STORE_000007,PROMO_000019,PAY_001210,DATE_20200525,2020-05-25,3,655.56,281.1,374.46
ORDER_001211,CUST_000080,PROD_000049,STORE_000013,PROMO_000008,PAY_001211,DATE_20210716,2021-07-16,4,3615.12,1292.77,2322.35
ORDER_001212,CUST_000114,PROD_000027,STORE_000020,PROMO_000014,PAY_001212,DATE_20221119,2022-11-19,3,498.51,74.13,424.38
ORDER_001213,CUST_000044,PROD_000035,STORE_000006,PROMO_000007,PAY_001213,DATE_20230714,2023-07-14,1,899.99,198.99,701.0
ORDER_001214,CUST_000084,PROD_000045,STORE_000015,PROMO_000015,PAY_001214,DATE_20210122,2021-01-22,8,7204.08,3151.78,4052.3
ORDER_001215,CUST_000070,PROD_000012,STORE_000002,PROMO_000013,PAY_001215,DATE_20200229,2020-02-29,9,3677.4,1416.53,2260.87
ORDER_001216,CUST_000179,PROD_000009,STORE_000019,PROMO_000018,PAY_001216,DATE_20240708,2024-07-08,9,1268.91,475.71,793.2
ORDER_001217,CUST_000153,PROD_000005,STORE_000004,PROMO_000016,PAY_001217,DATE_20230622,2023-06-22,8,5399.76,1197.13,4202.63
ORDER_001218,CUST_000164,PROD_000040,STORE_000005,PROMO_000002,PAY_001218,DATE_20220517,2022-05-17,9,8273.43,1667.1,6606.33
ORDER_001219,CUST_000124,PROD_000018,STORE_000003,PROMO_000012,PAY_001219,DATE_20221107,2022-11-07,9,6296.67,2902.14,3394.53
ORDER_001220,CUST_000114,PROD_000030,STORE_000004,PROMO_000008,PAY_001220,DATE_20240913,2024-09-13,5,3453.1,1263.14,2189.96
ORDER_001221,CUST_000067,PROD_000019,STORE_000011,PROMO_000015,PAY_001221,DATE_20230214,2023-02-14,3,203.7,79.46,124.24
ORDER_001222,CUST_000001,PROD_000010,STORE_000001,PROMO_000010,PAY_001222,DATE_20200313,2020-03-13,9,7080.93,1387.15,5693.78
ORDER_001223,CUST_000074,PROD_000022,STORE_000020,PROMO_000015,PAY_001223,DATE_20210101,2021-01-01,8,7131.04,3119.83,4011.21
ORDER_001224,CUST_000194,PROD_000024,STORE_000013,PROMO_000003,PAY_001224,DATE_20210122,2021-01-22,8,5192.4,1670.4,3522.0
ORDER_001225,CUST_000197,PROD_000046,STORE_000017,PROMO_000008,PAY_001225,DATE_20230411,2023-04-11,7,3801.49,797.93,3003.56
ORDER_001226,CUST_000060,PROD_000004,STORE_000009,PROMO_000012,PAY_001226,DATE_20240219,2024-02-19,1,964.72,359.94,604.78
