PaymentMethodID,PaymentType,Provider
PAY_000826,debit card,MasterCard
PAY_000827,debit card,Maestro
PAY_000828,credit card,Amex
PAY_000829,Mobile Payment,Amex
PAY_000830,credit card,PayPal
PAY_000831,Mobile Payment,Visa
PAY_000832,credit card,Visa
PAY_000833,credit card,MasterCard
PAY_000834,credit card,Visa
PAY_000835,Mobile Payment,MasterCard
PAY_000836,Cash,Maestro
PAY_000837,debit card,PayPal
PAY_000838,Cash,Maestro
PAY_000839,debit card,Amex
PAY_000840,Mobile Payment,Visa
PAY_000841,credit card,Amex
PAY_000842,debit card,Visa
PAY_000843,Cash,Amex
PAY_000844,Cash,PayPal
PAY_000845,Mobile Payment,Visa
PAY_000846,Mobile Payment,MasterCard
PAY_000847,Mobile Payment,Visa
PAY_000848,credit card,Visa
PAY_000849,Cash,Maestro
PAY_000850,Cash,Maestro
PAY_000851,debit card,MasterCard
PAY_000852,Mobile Payment,Maestro
PAY_000853,debit card,MasterCard
PAY_000854,Mobile Payment,PayPal
PAY_000855,Cash,Visa
PAY_000856,debit card,Maestro
PAY_000857,Mobile Payment,MasterCard
PAY_000858,debit card,MasterCard
PAY_000859,debit card,MasterCard
PAY_000860,debit card,Maestro
PAY_000861,Cash,Maestro
PAY_000862,Mobile Payment,Visa
PAY_000863,credit card,Maestro
PAY_000864,Mobile Payment,MasterCard
PAY_000865,Cash,Maestro
PAY_000866,debit card,Maestro
PAY_000867,debit card,MasterCard
PAY_000868,credit card,MasterCard
PAY_000869,Cash,PayPal
PAY_000870,debit card,PayPal
PAY_000871,debit card,MasterCard
PAY_000872,Cash,Maestro
PAY_000873,Cash,PayPal
PAY_000874,Mobile Payment,Maestro
PAY_000875,Mobile Payment,Amex
PAY_000876,Cash,Amex
PAY_000877,Cash,Maestro
PAY_000878,Mobile Payment,Visa
PAY_000879,Cash,Maestro
PAY_000880,credit card,MasterCard
PAY_000881,debit card,Amex
PAY_000882,credit card,Visa
PAY_000883,Cash,Maestro
PAY_000884,Mobile Payment,Visa
PAY_000885,credit card,Maestro
PAY_000886,Mobile Payment,Maestro
PAY_000887,credit card,Amex
PAY_000888,debit card,PayPal
PAY_000889,credit card,Maestro
PAY_000890,credit card,Maestro
PAY_000891,Mobile Payment,Maestro
PAY_000892,Cash,PayPal
PAY_000893,debit card,Amex
PAY_000894,debit card,PayPal
PAY_000895,debit card,PayPal
PAY_000896,Mobile Payment,Visa
PAY_000897,credit card,Maestro
PAY_000898,Mobile Payment,MasterCard
PAY_000899,debit card,PayPal
PAY_000900,Cash,Visa
PAY_000901,Cash,MasterCard
PAY_000902,credit card,PayPal
PAY_000903,credit card,Amex
PAY_000904,Mobile Payment,PayPal
PAY_000905,debit card,Visa
PAY_000906,Cash,Visa
PAY_000907,credit card,Visa
PAY_000908,credit card,MasterCard
PAY_000909,Cash,MasterCard
PAY_000910,Cash,MasterCard
PAY_000911,Cash,Maestro
PAY_000912,Cash,PayPal
PAY_000913,Cash,PayPal
PAY_000914,credit card,PayPal
PAY_000915,credit card,MasterCard
PAY_000916,credit card,Visa
PAY_000917,Mobile Payment,Maestro
PAY_000918,debit card,Amex
PAY_000919,debit card,Visa
PAY_000920,Mobile Payment,PayPal
PAY_000921,Cash,PayPal
PAY_000922,credit card,Visa
PAY_000923,debit card,Amex
PAY_000924,credit card,PayPal
PAY_000925,debit card,Maestro
PAY_000926,Mobile Payment,MasterCard
PAY_000927,Cash,Amex
PAY_000928,Mobile Payment,Maestro
PAY_000929,Mobile Payment,MasterCard
PAY_000930,Cash,MasterCard
PAY_000931,debit card,Visa
PAY_000932,credit card,Visa
PAY_000933,debit card,Visa
PAY_000934,Mobile Payment,Maestro
PAY_000935,debit card,Visa
PAY_000936,Cash,Maestro
PAY_000937,Mobile Payment,Visa
PAY_000938,debit card,MasterCard
PAY_000939,Cash,Maestro
PAY_000940,Cash,Visa
PAY_000941,credit card,Visa
PAY_000942,Mobile Payment,Maestro
PAY_000943,Mobile Payment,MasterCard
PAY_000944,debit card,MasterCard
PAY_000945,Mobile Payment,Amex
PAY_000946,credit card,Amex
PAY_000947,debit card,MasterCard
PAY_000948,debit card,PayPal
PAY_000949,debit card,Maestro
PAY_000950,debit card,Amex
PAY_000951,credit card,Maestro
PAY_000952,debit card,PayPal
PAY_000953,Mobile Payment,Maestro
PAY_000954,credit card,Amex
PAY_000955,debit card,MasterCard
PAY_000956,Mobile Payment,MasterCard
PAY_000957,Cash,MasterCard
PAY_000958,debit card,Amex
PAY_000959,Mobile Payment,PayPal
PAY_000960,Mobile Payment,PayPal
PAY_000961,debit card,PayPal
PAY_000962,debit card,PayPal
PAY_000963,debit card,PayPal
PAY_000964,debit card,Visa
PAY_000965,Cash,Amex
PAY_000966,Mobile Payment,Maestro
PAY_000967,credit card,PayPal
PAY_000968,Mobile Payment,Maestro
PAY_000969,debit card,Visa
PAY_000970,debit card,Maestro
PAY_000971,Cash,Visa
PAY_000972,Mobile Payment,MasterCard
PAY_000973,debit card,Maestro
PAY_000974,credit card,Visa
PAY_000975,Mobile Payment,MasterCard
PAY_000976,debit card,PayPal
PAY_000977,debit card,PayPal
PAY_000978,credit card,PayPal
PAY_000979,debit card,Amex
PAY_000980,Mobile Payment,Amex
PAY_000981,credit card,MasterCard
PAY_000982,Cash,Amex
PAY_000983,credit card,Maestro
PAY_000984,Cash,PayPal
PAY_000985,Mobile Payment,Amex
PAY_000986,Cash,Amex
PAY_000987,credit card,MasterCard
PAY_000988,Cash,Maestro
PAY_000989,credit card,Amex
PAY_000990,debit card,Maestro
PAY_000991,Mobile Payment,Amex
PAY_000992,debit card,Amex
PAY_000993,Mobile Payment,MasterCard
PAY_000994,credit card,Maestro
PAY_000995,Cash,Maestro
PAY_000996,Cash,MasterCard
PAY_000997,debit card,Maestro
PAY_000998,credit card,Amex
PAY_000999,Cash,Visa
PAY_001000,Mobile Payment,Maestro
PAY_001001,debit card,Maestro
PAY_001002,Mobile Payment,MasterCard
PAY_001003,credit card,MasterCard
PAY_001004,credit card,Visa
PAY_001005,debit card,PayPal
PAY_001006,Cash,Amex
PAY_001007,credit card,Amex
PAY_001008,Cash,PayPal
PAY_001009,debit card,MasterCard
PAY_001010,debit card,Amex
PAY_001011,Mobile Payment,Amex
PAY_001012,debit card,Maestro
PAY_001013,credit card,Amex
PAY_001014,credit card,PayPal
PAY_001015,Mobile Payment,Visa
PAY_001016,credit card,Maestro
PAY_001017,Cash,MasterCard
PAY_001018,Mobile Payment,Amex
PAY_001019,debit card,Maestro
PAY_001020,credit card,Visa
PAY_001021,Mobile Payment,Visa
PAY_001022,Cash,Visa
PAY_001023,Mobile Payment,PayPal
PAY_001024,credit card,Maestro
PAY_001025,debit card,MasterCard
PAY_001026,debit card,Visa
PAY_001027,Mobile Payment,Visa
PAY_001028,Mobile Payment,Visa
PAY_001029,debit card,PayPal
PAY_001030,debit card,Visa
PAY_001031,credit card,Maestro
PAY_001032,credit card,Maestro
PAY_001033,Mobile Payment,PayPal
PAY_001034,debit card,PayPal
PAY_001035,debit card,Amex
PAY_001036,debit card,Visa
PAY_001037,debit card,Maestro
PAY_001038,debit card,Maestro
PAY_001039,Mobile Payment,PayPal
PAY_001040,Mobile Payment,MasterCard
PAY_001041,credit card,PayPal
PAY_001042,credit card,Maestro
PAY_001043,debit card,Amex
PAY_001044,debit card,Visa
PAY_001045,Mobile Payment,Amex
PAY_001046,Cash,MasterCard
PAY_001047,credit card,PayPal
PAY_001048,credit card,MasterCard
PAY_001049,Cash,MasterCard
PAY_001050,debit card,Amex
PAY_001051,debit card,Maestro
PAY_001052,Cash,Visa
PAY_001053,Mobile Payment,Maestro
PAY_001054,credit card,Visa
PAY_001055,debit card,MasterCard
PAY_001056,Mobile Payment,Maestro
PAY_001057,credit card,Amex
PAY_001058,Cash,PayPal
PAY_001059,Cash,MasterCard
PAY_001060,Cash,Maestro
PAY_001061,Mobile Payment,PayPal
PAY_001062,Cash,PayPal
PAY_001063,credit card,Amex
PAY_001064,credit card,Amex
PAY_001065,debit card,Visa
PAY_001066,debit card,Amex
PAY_001067,credit card,Visa
PAY_001068,Mobile Payment,MasterCard
PAY_001069,credit card,Amex
PAY_001070,credit card,PayPal
PAY_001071,debit card,PayPal
PAY_001072,debit card,MasterCard
PAY_001073,credit card,PayPal
PAY_001074,credit card,PayPal
PAY_001075,credit card,PayPal
PAY_001076,Cash,Maestro
PAY_001077,credit card,Amex
PAY_001078,Mobile Payment,PayPal
PAY_001079,Cash,Visa
PAY_001080,Cash,Maestro
PAY_001081,credit card,PayPal
PAY_001082,Cash,Amex
PAY_001083,Cash,PayPal
PAY_001084,Mobile Payment,Maestro
PAY_001085,Mobile Payment,Amex
PAY_001086,credit card,PayPal
PAY_001087,debit card,Amex
PAY_001088,credit card,MasterCard
PAY_001089,Cash,Amex
PAY_001090,credit card,PayPal
PAY_001091,Mobile Payment,PayPal
PAY_001092,credit card,PayPal
PAY_001093,debit card,MasterCard
PAY_001094,credit card,MasterCard
PAY_001095,debit card,Amex
PAY_001096,credit card,Maestro
PAY_001097,Mobile Payment,Amex
PAY_001098,Cash,Visa
PAY_001099,Mobile Payment,PayPal
PAY_001100,Mobile Payment,Amex
PAY_001101,credit card,Amex
PAY_001102,Cash,MasterCard
PAY_001103,Mobile Payment,Amex
PAY_001104,credit card,PayPal
PAY_001105,debit card,Visa
PAY_001106,Mobile Payment,MasterCard
PAY_001107,credit card,PayPal
PAY_001108,debit card,Amex
PAY_001109,debit card,PayPal
PAY_001110,debit card,PayPal
PAY_001111,Cash,Visa
PAY_001112,Mobile Payment,MasterCard
PAY_001113,Cash,Amex
PAY_001114,debit card,PayPal
PAY_001115,Mobile Payment,MasterCard
PAY_001116,Mobile Payment,Maestro
PAY_001117,debit card,Amex
PAY_001118,debit card,PayPal
PAY_001119,Cash,PayPal
PAY_001120,credit card,PayPal
PAY_001121,Cash,Maestro
PAY_001122,Cash,Amex
PAY_001123,credit card,PayPal
PAY_001124,Mobile Payment,MasterCard
PAY_001125,Mobile Payment,Maestro
PAY_001126,Cash,PayPal
PAY_001127,debit card,MasterCard
PAY_001128,debit card,MasterCard
PAY_001129,Cash,Amex
PAY_001130,credit card,PayPal
PAY_001131,debit card,MasterCard
PAY_001132,Mobile Payment,Visa
PAY_001133,credit card,Maestro
PAY_001134,debit card,PayPal
PAY_001135,Cash,Amex
PAY_001136,Mobile Payment,PayPal
PAY_001137,Cash,MasterCard
PAY_001138,credit card,Amex
PAY_001139,Cash,MasterCard
PAY_001140,credit card,Visa
PAY_001141,Cash,PayPal
PAY_001142,credit card,Amex
PAY_001143,debit card,Amex
PAY_001144,Cash,Maestro
PAY_001145,credit card,PayPal
PAY_001146,debit card,Maestro
PAY_001147,debit card,Amex
PAY_001148,Cash,Maestro
PAY_001149,Cash,Amex
PAY_001150,Mobile Payment,PayPal
PAY_001151,credit card,Maestro
PAY_001152,Mobile Payment,Amex
PAY_001153,debit card,Maestro
PAY_001154,credit card,MasterCard
PAY_001155,Cash,Amex
PAY_001156,Cash,MasterCard
PAY_001157,Mobile Payment,Maestro
PAY_001158,credit card,PayPal
PAY_001159,credit card,Amex
PAY_001160,credit card,PayPal
PAY_001161,credit card,MasterCard
PAY_001162,credit card,MasterCard
PAY_001163,Cash,MasterCard
PAY_001164,debit card,Visa
PAY_001165,debit card,Amex
PAY_001166,Cash,Amex
PAY_001167,Cash,PayPal
PAY_001168,Cash,PayPal
PAY_001169,credit card,Visa
PAY_001170,Mobile Payment,Amex
PAY_001171,Cash,PayPal
PAY_001172,Mobile Payment,Visa
PAY_001173,Mobile Payment,Maestro
PAY_001174,debit card,MasterCard
PAY_001175,debit card,Maestro
PAY_001176,Cash,MasterCard
PAY_001177,credit card,Maestro
PAY_001178,Cash,Maestro
PAY_001179,Mobile Payment,MasterCard
PAY_001180,Cash,PayPal
PAY_001181,credit card,Amex
PAY_001182,credit card,Visa
PAY_001183,credit card,Amex
PAY_001184,credit card,MasterCard
PAY_001185,Mobile Payment,Visa
PAY_001186,Mobile Payment,MasterCard
PAY_001187,Cash,PayPal
PAY_001188,debit card,PayPal
PAY_001189,debit card,MasterCard
PAY_001190,debit card,PayPal
PAY_001191,Cash,Maestro
PAY_001192,Cash,Maestro
PAY_001193,debit card,Maestro
PAY_001194,credit card,Amex
PAY_001195,credit card,Maestro
PAY_001196,Mobile Payment,PayPal
PAY_001197,Cash,PayPal
PAY_001198,credit card,Maestro
PAY_001199,Mobile Payment,Visa
PAY_001200,Cash,MasterCard
PAY_001201,Cash,Maestro
PAY_001202,Cash,PayPal
PAY_001203,Mobile Payment,PayPal
PAY_001204,debit card,MasterCard
PAY_001205,Cash,Visa
PAY_001206,Mobile Payment,Visa
PAY_001207,Mobile Payment,Amex
PAY_001208,Mobile Payment,Amex
PAY_001209,debit card,Maestro
PAY_001210,debit card,PayPal
PAY_001211,credit card,Maestro
PAY_001212,credit card,Amex
PAY_001213,debit card,Maestro
PAY_001214,Mobile Payment,Amex
PAY_001215,Mobile Payment,MasterCard
PAY_001216,credit card,Amex
PAY_001217,Mobile Payment,Amex
PAY_001218,Cash,Maestro
PAY_001219,credit card,Visa
PAY_001220,Cash,PayPal
PAY_001221,Cash,Visa
PAY_001222,credit card,Maestro
PAY_001223,debit card,PayPal
PAY_001224,Cash,Visa
PAY_001225,Cash,Amex
PAY_001226,Cash,MasterCard
PAY_001227,Mobile Payment,PayPal
PAY_001228,Mobile Payment,PayPal
PAY_001229,debit card,PayPal
PAY_001230,Cash,Maestro
PAY_001231,Cash,PayPal
PAY_001232,credit card,MasterCard
PAY_001233,Mobile Payment,Amex
PAY_001234,Mobile Payment,MasterCard
PAY_001235,credit card,Visa
PAY_001236,credit card,Visa
PAY_001237,credit card,PayPal
PAY_001238,credit card,Visa
PAY_001239,Mobile Payment,MasterCard
PAY_001240,Cash,PayPal
PAY_001241,debit card,Maestro
PAY_001242,debit card,Maestro
PAY_001243,debit card,Amex
PAY_001244,credit card,Maestro
PAY_001245,debit card,MasterCard
PAY_001246,credit card,Visa
PAY_001247,debit card,Amex
PAY_001248,Mobile Payment,PayPal
PAY_001249,Cash,MasterCard
PAY_001250,debit card,Maestro
PAY_001251,credit card,Maestro
PAY_001252,debit card,MasterCard
PAY_001253,Cash,Visa
PAY_001254,debit card,PayPal
PAY_001255,debit card,Amex
PAY_001256,credit card,Maestro
PAY_001257,credit card,MasterCard
PAY_001258,Cash,Visa
PAY_001259,credit card,Amex
PAY_001260,Mobile Payment,MasterCard
PAY_001261,Cash,PayPal
PAY_001262,debit card,PayPal
PAY_001263,Cash,Visa
PAY_001264,Cash,Amex
PAY_001265,credit card,Amex
PAY_001266,Cash,Maestro
PAY_001267,Cash,Amex
PAY_001268,debit card,Amex
PAY_001269,Cash,Maestro
PAY_001270,Mobile Payment,Visa
PAY_001271,Mobile Payment,MasterCard
PAY_001272,Cash,Amex
PAY_001273,debit card,Amex
PAY_001274,Mobile Payment,Amex
PAY_001275,Cash,Maestro
PAY_001276,debit card,Visa
PAY_001277,debit card,MasterCard
PAY_001278,credit card,Visa
PAY_001279,debit card,Visa
PAY_001280,Mobile Payment,Amex
PAY_001281,Cash,Visa
PAY_001282,debit card,Visa
PAY_001283,debit card,PayPal
PAY_001284,Cash,Amex
PAY_001285,Cash,Visa
PAY_001286,debit card,Visa
PAY_001287,credit card,Amex
PAY_001288,credit card,Amex
PAY_001289,credit card,Amex
PAY_001290,credit card,Amex
PAY_001291,Mobile Payment,Visa
PAY_001292,Cash,PayPal
PAY_001293,debit card,MasterCard
PAY_001294,Mobile Payment,Amex
PAY_001295,Mobile Payment,Maestro
PAY_001296,Cash,Maestro
PAY_001297,Cash,Amex
PAY_001298,credit card,PayPal
PAY_001299,Cash,Maestro
PAY_001300,Mobile Payment,Visa
PAY_001301,Cash,Amex
PAY_001302,credit card,Maestro
PAY_001303,credit card,MasterCard
PAY_001304,Cash,Amex
PAY_001305,credit card,Visa
PAY_001306,Cash,MasterCard
PAY_001307,Cash,Amex
PAY_001308,Cash,Maestro
PAY_001309,Mobile Payment,Amex
PAY_001310,Cash,PayPal
PAY_001311,debit card,Amex
PAY_001312,debit card,Amex
PAY_001313,debit card,Maestro
PAY_001314,Mobile Payment,Visa
PAY_001315,debit card,PayPal
PAY_001316,debit card,Maestro
PAY_001317,credit card,Maestro
PAY_001318,credit card,Visa
PAY_001319,Mobile Payment,Amex
PAY_001320,debit card,MasterCard
PAY_001321,Mobile Payment,MasterCard
PAY_001322,debit card,PayPal
PAY_001323,Mobile Payment,Maestro
PAY_001324,Mobile Payment,MasterCard
PAY_001325,Mobile Payment,Amex
PAY_001326,Mobile Payment,Amex
PAY_001327,credit card,MasterCard
PAY_001328,Mobile Payment,Maestro
PAY_001329,debit card,Visa
PAY_001330,Mobile Payment,Maestro
PAY_001331,Cash,Maestro
PAY_001332,Cash,MasterCard
PAY_001333,Mobile Payment,Amex
PAY_001334,debit card,MasterCard
PAY_001335,credit card,Visa
PAY_001336,credit card,Amex
PAY_001337,debit card,Maestro
PAY_001338,Cash,PayPal
PAY_001339,Cash,MasterCard
PAY_001340,credit card,MasterCard
PAY_001341,Cash,Amex
PAY_001342,credit card,Visa
PAY_001343,debit card,Maestro
PAY_001344,Cash,MasterCard
PAY_001345,Cash,Visa
PAY_001346,debit card,PayPal
PAY_001347,Cash,Visa
PAY_001348,Mobile Payment,MasterCard
PAY_001349,debit card,Maestro
PAY_001350,debit card,MasterCard
PAY_001351,Mobile Payment,Amex
PAY_001352,debit card,MasterCard
PAY_001353,Cash,PayPal
PAY_001354,debit card,Maestro
PAY_001355,Cash,Maestro
PAY_001356,Cash,Visa
PAY_001357,Mobile Payment,Visa
PAY_001358,credit card,MasterCard
PAY_001359,credit card,Visa
PAY_001360,credit card,PayPal
PAY_001361,credit card,PayPal
PAY_001362,Cash,PayPal
PAY_001363,credit card,MasterCard
PAY_001364,credit card,MasterCard
PAY_001365,credit card,PayPal
PAY_001366,credit card,Maestro
PAY_001367,debit card,MasterCard
PAY_001368,debit card,Maestro
PAY_001369,Cash,PayPal
PAY_001370,credit card,MasterCard
PAY_001371,credit card,Visa
PAY_001372,Cash,Amex
PAY_001373,credit card,Amex
PAY_001374,debit card,Maestro
PAY_001375,credit card,Amex
PAY_001376,Cash,MasterCard
PAY_001377,Mobile Payment,MasterCard
PAY_001378,credit card,Visa
PAY_001379,Cash,PayPal
PAY_001380,credit card,Visa
PAY_001381,Mobile Payment,Maestro
PAY_001382,Mobile Payment,PayPal
PAY_001383,Mobile Payment,Maestro
PAY_001384,debit card,Amex
PAY_001385,Mobile Payment,Visa
PAY_001386,Mobile Payment,Visa
PAY_001387,debit card,MasterCard
PAY_001388,Mobile Payment,Maestro
PAY_001389,Mobile Payment,MasterCard
PAY_001390,debit card,Amex
PAY_001391,Mobile Payment,Visa
PAY_001392,debit card,MasterCard
PAY_001393,credit card,PayPal
PAY_001394,Mobile Payment,Visa
PAY_001395,credit card,PayPal
PAY_001396,Cash,MasterCard
PAY_001397,debit card,Visa
PAY_001398,Cash,Visa
PAY_001399,credit card,PayPal
PAY_001400,debit card,MasterCard
PAY_001401,credit card,MasterCard
PAY_001402,debit card,PayPal
PAY_001403,Mobile Payment,Maestro
PAY_001404,debit card,MasterCard
PAY_001405,Cash,Visa
PAY_001406,Mobile Payment,Amex
PAY_001407,Mobile Payment,MasterCard
PAY_001408,Mobile Payment,PayPal
PAY_001409,debit card,Amex
PAY_001410,credit card,Amex
PAY_001411,credit card,Visa
PAY_001412,debit card,Maestro
PAY_001413,debit card,Amex
PAY_001414,Cash,Visa
PAY_001415,Mobile Payment,MasterCard
PAY_001416,credit card,PayPal
PAY_001417,Cash,Visa
PAY_001418,Cash,Maestro
PAY_001419,Mobile Payment,Amex
PAY_001420,Mobile Payment,MasterCard
PAY_001421,Cash,Amex
PAY_001422,credit card,MasterCard
PAY_001423,debit card,Amex
PAY_001424,debit card,PayPal
PAY_001425,Cash,PayPal
PAY_001426,Cash,Amex
PAY_001427,Cash,MasterCard
PAY_001428,Mobile Payment,Amex
PAY_001429,Mobile Payment,MasterCard
PAY_001430,Cash,MasterCard
PAY_001431,debit card,PayPal
PAY_001432,credit card,Amex
PAY_001433,debit card,Maestro
PAY_001434,credit card,Visa
PAY_001435,Cash,Maestro
PAY_001436,Cash,Amex
PAY_001437,debit card,Visa
PAY_001438,Cash,PayPal
PAY_001439,debit card,MasterCard
PAY_001440,Cash,PayPal
PAY_001441,credit card,PayPal
PAY_001442,Cash,PayPal
PAY_001443,Cash,Amex
PAY_001444,debit card,MasterCard
PAY_001445,Cash,Visa
PAY_001446,debit card,Maestro
PAY_001447,credit card,Amex
PAY_001448,credit card,Amex
PAY_001449,Cash,Visa
PAY_001450,debit card,PayPal
PAY_001451,Mobile Payment,Maestro
PAY_001452,Cash,MasterCard
PAY_001453,debit card,MasterCard
PAY_001454,debit card,PayPal
PAY_001455,credit card,Maestro
PAY_001456,Cash,Maestro
PAY_001457,credit card,MasterCard
PAY_001458,Mobile Payment,PayPal
PAY_001459,debit card,Visa
PAY_001460,debit card,Maestro
PAY_001461,debit card,Amex
PAY_001462,debit card,Amex
PAY_001463,credit card,Maestro
PAY_001464,Cash,Maestro
PAY_001465,Mobile Payment,Visa
PAY_001466,credit card,Maestro
PAY_001467,debit card,MasterCard
PAY_001468,Cash,Maestro
PAY_001469,credit card,MasterCard
PAY_001470,Cash,Amex
PAY_001471,credit card,Visa
PAY_001472,debit card,PayPal
PAY_001473,Mobile Payment,PayPal
PAY_001474,Mobile Payment,Amex
PAY_001475,Cash,MasterCard
PAY_001476,debit card,PayPal
PAY_001477,debit card,PayPal
PAY_001478,Cash,PayPal
PAY_001479,credit card,MasterCard
PAY_001480,Cash,PayPal
PAY_001481,Cash,PayPal
PAY_001482,debit card,PayPal
PAY_001483,Mobile Payment,PayPal
PAY_001484,Cash,Amex
PAY_001485,debit card,PayPal
PAY_001486,Cash,Amex
PAY_001487,Cash,Amex
PAY_001488,Mobile Payment,MasterCard
PAY_001489,credit card,PayPal
PAY_001490,Cash,MasterCard
PAY_001491,Mobile Payment,PayPal
PAY_001492,credit card,MasterCard
PAY_001493,Mobile Payment,Visa
PAY_001494,Mobile Payment,Maestro
PAY_001495,Mobile Payment,MasterCard
PAY_001496,debit card,Amex
PAY_001497,Mobile Payment,Maestro
PAY_001498,debit card,MasterCard
PAY_001499,debit card,MasterCard
PAY_001500,Mobile Payment,Amex
PAY_001501,Mobile Payment,MasterCard
PAY_001502,Cash,Amex
PAY_001503,Mobile Payment,Maestro
PAY_001504,debit card,Amex
PAY_001505,credit card,Maestro
PAY_001506,debit card,Visa
PAY_001507,Cash,Visa
PAY_001508,credit card,PayPal
PAY_001509,Mobile Payment,Maestro
PAY_001510,Mobile Payment,PayPal
PAY_001511,credit card,MasterCard
PAY_001512,credit card,Amex
PAY_001513,Mobile Payment,MasterCard
PAY_001514,credit card,Visa
PAY_001515,credit card,PayPal
PAY_001516,credit card,Visa
PAY_001517,Mobile Payment,Amex
PAY_001518,credit card,PayPal
PAY_001519,Mobile Payment,PayPal
PAY_001520,credit card,PayPal
PAY_001521,Mobile Payment,MasterCard
PAY_001522,Cash,PayPal
PAY_001523,Cash,Visa
PAY_001524,Mobile Payment,Maestro
PAY_001525,Mobile Payment,Visa
PAY_001526,Cash,PayPal
PAY_001527,debit card,MasterCard
PAY_001528,Cash,Amex
PAY_001529,debit card,PayPal
PAY_001530,Mobile Payment,Amex
PAY_001531,Mobile Payment,Maestro
PAY_001532,credit card,Visa
PAY_001533,Cash,Amex
PAY_001534,Mobile Payment,Amex
PAY_001535,debit card,Maestro
PAY_001536,debit card,Maestro
PAY_001537,credit card,Amex
PAY_001538,Cash,MasterCard
PAY_001539,Cash,Maestro
PAY_001540,credit card,Amex
PAY_001541,Mobile Payment,Maestro
PAY_001542,credit card,PayPal
PAY_001543,debit card,Maestro
PAY_001544,credit card,PayPal
PAY_001545,Mobile Payment,MasterCard
PAY_001546,credit card,MasterCard
PAY_001547,debit card,Maestro
PAY_001548,debit card,MasterCard
PAY_001549,Mobile Payment,Maestro
PAY_001550,credit card,PayPal
PAY_001551,Mobile Payment,Maestro
PAY_001552,Mobile Payment,Visa
PAY_001553,Mobile Payment,Maestro
PAY_001554,debit card,Amex
PAY_001555,Mobile Payment,Amex
PAY_001556,Cash,Maestro
PAY_001557,Cash,Amex
PAY_001558,credit card,Amex
PAY_001559,Cash,MasterCard
PAY_001560,debit card,Visa
PAY_001561,Mobile Payment,Visa
PAY_001562,Mobile Payment,Maestro
PAY_001563,Cash,MasterCard
PAY_001564,debit card,Visa
PAY_001565,debit card,Visa
PAY_001566,credit card,PayPal
PAY_001567,credit card,Visa
PAY_001568,Cash,Maestro
PAY_001569,Mobile Payment,Maestro
PAY_001570,Cash,Maestro
PAY_001571,Cash,Visa
PAY_001572,Cash,Visa
PAY_001573,credit card,PayPal
PAY_001574,credit card,Amex
PAY_001575,Mobile Payment,Visa
PAY_001576,Mobile Payment,MasterCard
PAY_001577,Mobile Payment,Maestro
PAY_001578,debit card,Visa
PAY_001579,Mobile Payment,Visa
PAY_001580,debit card,Visa
PAY_001581,Cash,MasterCard
PAY_001582,Mobile Payment,Amex
PAY_001583,Mobile Payment,PayPal
PAY_001584,debit card,Amex
PAY_001585,Mobile Payment,PayPal
PAY_001586,Cash,Maestro
PAY_001587,Mobile Payment,Visa
PAY_001588,Cash,Amex
PAY_001589,Mobile Payment,Maestro
PAY_001590,credit card,Amex
PAY_001591,credit card,Maestro
PAY_001592,debit card,Maestro
PAY_001593,Mobile Payment,MasterCard
PAY_001594,credit card,Visa
PAY_001595,credit card,PayPal
PAY_001596,Cash,PayPal
PAY_001597,debit card,Visa
PAY_001598,Cash,Visa
PAY_001599,credit card,Amex
PAY_001600,credit card,Amex
PAY_001601,debit card,MasterCard
PAY_001602,Mobile Payment,Amex
PAY_001603,credit card,Visa
PAY_001604,Cash,Visa
PAY_001605,credit card,Amex
PAY_001606,debit card,PayPal
PAY_001607,credit card,Visa
PAY_001608,Cash,PayPal
PAY_001609,credit card,Maestro
PAY_001610,credit card,Maestro
PAY_001611,Cash,MasterCard
PAY_001612,credit card,Maestro
PAY_001613,Mobile Payment,MasterCard
PAY_001614,credit card,Visa
PAY_001615,Mobile Payment,MasterCard
PAY_001616,debit card,Visa
PAY_001617,debit card,Amex
PAY_001618,Mobile Payment,MasterCard
PAY_001619,Cash,Amex
PAY_001620,credit card,MasterCard
PAY_001621,credit card,PayPal
PAY_001622,Cash,Maestro
PAY_001623,credit card,MasterCard
PAY_001624,debit card,Amex
PAY_001625,credit card,PayPal
PAY_001626,Cash,Visa
PAY_001627,credit card,PayPal
PAY_001628,credit card,Visa
PAY_001629,Cash,MasterCard
PAY_001630,Cash,Amex
PAY_001631,debit card,Visa
PAY_001632,credit card,MasterCard
PAY_001633,debit card,Visa
PAY_001634,Cash,PayPal
PAY_001635,credit card,Visa
PAY_001636,debit card,MasterCard
PAY_001637,credit card,PayPal
PAY_001638,Mobile Payment,Amex
PAY_001639,Mobile Payment,MasterCard
PAY_001640,Mobile Payment,MasterCard
PAY_001641,credit card,PayPal
PAY_001642,Cash,Maestro
PAY_001643,credit card,Visa
PAY_001644,debit card,Maestro
PAY_001645,Mobile Payment,PayPal
PAY_001646,Cash,MasterCard
PAY_001647,credit card,Amex
PAY_001648,credit card,Visa
PAY_001649,Mobile Payment,MasterCard
PAY_001650,Mobile Payment,Maestro
PAY_001651,credit card,MasterCard
PAY_001652,credit card,Amex
PAY_001653,debit card,PayPal
PAY_001654,Mobile Payment,Amex
PAY_001655,Mobile Payment,PayPal
PAY_001656,Mobile Payment,PayPal
PAY_001657,debit card,PayPal
PAY_001658,Cash,Maestro
